	group_id	metric_value	users	visits	churn_users	churn_visits	group
1444	3	5579.0	0	0	1	7	A
1445	8	9658.0	0	0	0	9	A
1446	10	7601.976	1	2	0	1	B
1447	11	7186.976	0	0	1	6	B
1448	3	4989.0	0	0	0	9	A
1449	8	4568.0	1	2	0	6	A
1450	11	7967.976	1	1	1	8	B
1451	11	3399.976	1	1	1	7	B
1452	1	7333.0	0	0	0	7	A
1453	8	8716.0	1	10	0	6	A
1454	15	8343.976	1	0	1	8	B
1455	15	8755.976	1	4	1	8	B
1456	10	9448.976	1	10	1	5	B
1457	13	4809.976	0	0	1	6	B
1458	9	5775.976	0	0	0	5	B
1459	15	8105.976	0	0	1	3	B
1460	13	6716.976	0	0	1	9	B
1461	6	7152.0	1	13	1	6	A
1462	15	6705.976	0	0	0	8	B
1463	3	4495.0	0	0	0	2	A
1464	11	7942.976	0	0	1	5	B
1465	12	8571.976	1	9	0	7	B
1466	11	7558.976	0	0	1	7	B
1467	16	5031.976	1	0	1	8	B
1468	4	7558.0	1	6	1	8	A
1469	16	4900.976	1	4	1	8	B
1470	6	7290.0	0	0	0	9	A
1471	10	4608.976	1	0	0	7	B
1472	5	7457.0	0	0	0	5	A
1473	14	6669.976	0	0	1	8	B
1474	16	9580.976	0	0	1	7	B
1475	12	6966.976	0	0	0	7	B
1476	9	4574.976	1	2	1	7	B
1477	12	4310.976	0	0	1	6	B
1478	14	5932.976	0	0	1	8	B
1479	12	6435.976	0	0	1	6	B
1480	10	6982.976	0	0	0	8	B
1481	4	7455.0	1	12	1	6	A
1482	7	5312.0	1	2	1	6	A
1483	7	8069.0	0	0	1	5	A
1484	13	8439.976	1	0	1	9	B
1485	9	5988.976	1	3	1	9	B
1486	11	6401.976	0	0	0	5	B
1487	6	6631.0	0	0	1	8	A
1488	1	3323.0	0	0	0	9	A
1489	13	5732.976	1	2	1	8	B
1490	1	6860.0	1	4	0	9	A
1491	13	8693.976	1	28	1	6	B
1492	5	4595.0	0	0	0	4	A
1493	2	7941.0	1	50	1	8	A
1494	11	6642.976	1	9	1	4	B
1495	7	4534.0	1	18	0	6	A
1496	4	7348.0	0	0	1	7	A
1497	4	5057.0	0	0	1	4	A
1498	6	6077.0	0	0	1	9	A
1499	10	5768.976	0	0	1	9	B
1500	16	6234.976	1	4	1	8	B
1501	2	7071.0	1	2	1	7	A
1502	12	4291.976	1	30	1	8	B
1503	13	3516.976	0	0	1	7	B
1504	11	4116.976	0	0	0	8	B
1505	12	8517.976	0	0	1	6	B
1506	7	6420.0	1	0	1	7	A
1507	12	5049.976	1	7	1	9	B
1508	1	6287.0	0	0	0	8	A
1509	6	4771.0	1	5	1	7	A
1510	13	6443.976	1	3	1	9	B
1511	4	6859.0	1	17	1	8	A
1512	4	7696.0	0	0	0	8	A
1513	6	6828.0	1	4	0	9	A
1514	12	6229.976	0	0	1	5	B
1515	1	4499.0	0	0	1	6	A
1516	13	3378.976	1	2	0	9	B
1517	1	7712.0	0	0	0	7	A
1518	2	7747.0	0	0	0	6	A
1519	14	5847.976	1	18	1	7	B
1520	2	8050.0	1	1	0	7	A
1521	2	3611.0	0	0	0	8	A
1522	9	6563.976	0	0	1	9	B
1523	13	7603.976	1	31	1	5	B
1524	14	6282.976	1	3	1	6	B
1525	15	6271.976	1	4	0	5	B
1526	13	8599.976	0	0	1	9	B
1527	13	9015.976	0	0	0	9	B
1528	16	9022.976	1	4	1	6	B
1529	13	6957.976	1	20	0	9	B
1530	3	2964.0	0	0	0	4	A
1531	16	6933.976	1	24	1	6	B
1532	12	7059.976	1	22	1	8	B
1533	14	7615.976	1	1	1	2	B
1534	14	4816.976	1	13	1	8	B
1535	1	7245.0	0	0	0	9	A
1536	16	6825.976	1	1	1	8	B
1537	10	5506.976	1	4	0	5	B
1538	10	4227.976	1	2	1	7	B
1539	5	8208.0	1	1	1	7	A
1540	16	7097.976	1	15	0	7	B
1541	14	6946.976	0	0	1	6	B
1542	8	6936.0	0	0	0	3	A
1543	1	5854.0	0	0	0	6	A
1544	14	7913.976	0	0	1	9	B
1545	3	7470.0	0	0	1	9	A
1546	4	8670.0	1	30	1	8	A
1547	1	7313.0	0	0	1	8	A
1548	9	7176.976	1	6	0	7	B
1549	14	4261.976	1	2	1	9	B
1550	1	7239.0	1	11	0	8	A
1551	2	7938.0	0	0	1	9	A
1552	5	7018.0	1	9	0	9	A
1553	13	5450.976	0	0	1	9	B
1554	6	7400.0	0	0	0	6	A
1555	5	6996.0	0	0	1	9	A
1556	3	8669.0	1	9	0	5	A
1557	5	3569.0	0	0	1	9	A
1558	15	5716.976	1	2	0	8	B
1559	15	4022.976	0	0	1	8	B
1560	11	7634.976	0	0	1	9	B
1561	1	4459.0	1	16	0	8	A
1562	7	5274.0	0	0	0	8	A
1563	16	5428.976	1	13	1	7	B
1564	5	4610.0	0	0	1	9	A
1565	14	3813.976	1	0	0	7	B
1566	5	4523.0	1	6	1	3	A
1567	12	5570.976	0	0	1	9	B
1568	11	5603.976	1	2	1	3	B
1569	7	5058.0	1	23	1	7	A
1570	16	8157.976	0	0	0	3	B
1571	5	8239.0	1	9	1	8	A
1572	13	9203.976	1	10	1	8	B
1573	13	6044.976	1	1	1	5	B
1574	4	8700.0	0	0	0	6	A
1575	14	4776.976	1	9	1	6	B
1576	16	3907.976	1	4	0	6	B
1577	4	5864.0	0	0	1	9	A
1578	14	4550.976	1	3	1	7	B
1579	15	8498.976	1	10	1	6	B
1580	9	5656.976	0	0	1	6	B
1581	15	7584.976	1	11	1	5	B
1582	13	7186.976	0	0	1	5	B
1583	9	4936.976	0	0	1	8	B
1584	2	7780.0	1	8	0	2	A
1585	2	5208.0	0	0	1	8	A
1586	10	5246.976	1	13	1	5	B
1587	3	6377.0	0	0	1	6	A
1588	15	5815.976	0	0	1	8	B
1589	8	4227.0	1	3	0	7	A
1590	15	4172.976	0	0	0	8	B
1591	8	7643.0	0	0	1	4	A
1592	5	5658.0	1	42	0	6	A
1593	10	6085.976	0	0	1	8	B
1594	12	5969.976	1	20	0	6	B
1595	15	3270.976	1	4	1	9	B
1596	1	4329.0	0	0	0	7	A
1597	6	5105.0	1	5	0	8	A
1598	16	8733.976	1	46	1	9	B
1599	4	5602.0	1	13	1	9	A
1600	15	5997.976	0	0	1	7	B
1601	3	5208.0	1	1	1	9	A
1602	4	4695.0	1	4	1	7	A
1603	8	4469.0	0	0	0	7	A
1604	11	6622.976	1	0	1	5	B
1605	12	10347.976	0	0	1	6	B
1606	7	8988.0	1	13	0	7	A
1607	14	7499.976	0	0	1	8	B
1608	11	6812.976	0	0	0	4	B
1609	7	6724.0	0	0	1	5	A
1610	5	8837.0	0	0	1	7	A
1611	3	8444.0	0	0	0	3	A
1612	7	7647.0	0	0	1	5	A
1613	14	9189.976	0	0	0	7	B
1614	1	7121.0	0	0	1	7	A
1615	16	3003.976	1	13	0	4	B
1616	1	7194.0	1	0	0	8	A
1617	14	8657.976	0	0	0	8	B
1618	4	3891.0	1	2	1	8	A
1619	3	4301.0	0	0	1	4	A
1620	15	7236.976	1	9	1	4	B
1621	10	9140.976	0	0	1	8	B
1622	3	4816.0	1	2	1	9	A
1623	8	6126.0	1	7	0	7	A
1624	10	7730.976	0	0	1	7	B
1625	6	8343.0	1	6	0	8	A
1626	12	6987.976	0	0	1	9	B
1627	5	8140.0	0	0	0	6	A
1628	11	6327.976	0	0	1	5	B
1629	4	7030.0	0	0	0	8	A
1630	15	7561.976	1	5	0	7	B
1631	16	7570.976	0	0	1	9	B
1632	1	5408.0	0	0	1	9	A
1633	7	8006.0	1	2	1	6	A
1634	6	8656.0	1	9	1	7	A
1635	5	4063.0	1	9	1	7	A
1636	4	5543.0	0	0	1	4	A
1637	13	5943.976	1	11	0	7	B
1638	12	5301.976	0	0	1	9	B
1639	5	5198.0	0	0	1	8	A
1640	11	9614.976	0	0	1	9	B
1641	10	3413.976	0	0	1	6	B
1642	12	4928.976	1	6	0	6	B
1643	8	6590.0	0	0	0	6	A
1644	5	8894.0	0	0	1	7	A
1645	15	7217.976	1	5	0	8	B
1646	14	7083.976	1	11	0	9	B
1647	12	5214.976	1	2	1	9	B
1648	14	6805.976	1	0	1	4	B
1649	2	4252.0	1	17	1	8	A
1650	10	6262.976	0	0	1	7	B
1651	8	5493.0	0	0	1	2	A
1652	11	6455.976	1	0	1	6	B
1653	16	5267.976	1	0	1	6	B
1654	12	4627.976	1	3	1	8	B
1655	6	9799.0	0	0	0	6	A
1656	6	5819.0	0	0	0	6	A
1657	15	9642.976	0	0	0	5	B
1658	13	6591.976	1	2	1	5	B
1659	9	6444.976	0	0	1	9	B
1660	15	7540.976	1	6	0	4	B
1661	4	5625.0	0	0	0	3	A
1662	1	6439.0	0	0	1	9	A
1663	4	4387.0	1	7	0	7	A
1664	1	4194.0	0	0	0	9	A
1665	15	7725.976	0	0	1	9	B
1666	7	6362.0	0	0	0	9	A
1667	16	6892.976	1	19	1	6	B
1668	15	8789.976	0	0	1	3	B
1669	5	3569.0	0	0	1	8	A
1670	13	8797.976	1	0	1	5	B
1671	9	4609.976	0	0	1	9	B
1672	12	4923.976	1	10	1	7	B
1673	3	3621.0	0	0	1	8	A
1674	10	7225.976	1	10	0	6	B
1675	3	4570.0	0	0	1	6	A
1676	6	5059.0	1	1	1	7	A
1677	12	7617.976	0	0	0	8	B
1678	4	4638.0	1	8	0	9	A
1679	15	6896.976	0	0	1	4	B
1680	3	9841.0	1	23	1	4	A
1681	3	8412.0	0	0	0	8	A
1682	12	3246.976	0	0	1	6	B
1683	4	2340.0	0	0	0	5	A
1684	5	4887.0	1	1	1	6	A
1685	16	6783.976	0	0	1	9	B
1686	3	4001.0	0	0	1	4	A
1687	14	8614.976	1	43	1	9	B
1688	3	4991.0	0	0	1	6	A
1689	3	8355.0	1	19	0	9	A
1690	4	4991.0	1	13	0	7	A
1691	15	7563.976	1	26	0	9	B
1692	8	6977.0	0	0	1	3	A
1693	10	6971.976	1	8	1	6	B
1694	8	6640.0	0	0	0	7	A
1695	6	5557.0	0	0	1	7	A
1696	14	7041.976	1	6	1	8	B
1697	14	7615.976	0	0	1	4	B
1698	15	5051.976	0	0	1	7	B
1699	16	5110.976	0	0	1	8	B
1700	12	5647.976	0	0	1	9	B
1701	3	5637.0	1	19	0	8	A
1702	6	5984.0	1	1	1	9	A
1703	13	4790.976	0	0	1	8	B
1704	6	5206.0	1	8	1	5	A
1705	13	9214.976	0	0	1	3	B
1706	2	1809.0	1	2	1	9	A
1707	6	5238.0	1	1	1	8	A
1708	11	3461.976	0	0	0	7	B
1709	12	5230.976	0	0	0	8	B
1710	9	6578.976	0	0	0	7	B
1711	15	5814.976	1	12	1	3	B
1712	1	4087.0	1	8	0	7	A
1713	16	6596.976	1	6	1	9	B
1714	16	8489.976	0	0	1	9	B
1715	9	5532.976	1	16	1	2	B
1716	10	5892.976	1	33	1	8	B
1717	1	4846.0	0	0	0	8	A
1718	9	3176.976	1	2	0	1	B
1719	8	7546.0	0	0	0	4	A
1720	8	6865.0	1	9	0	8	A
1721	10	5254.976	1	7	0	8	B
1722	2	8169.0	0	0	1	9	A
1723	11	3415.976	1	8	1	9	B
1724	3	3513.0	0	0	1	8	A
1725	3	4592.0	1	19	0	9	A
1726	7	8257.0	0	0	0	9	A
1727	13	7270.976	1	10	1	9	B
1728	16	7050.976	1	6	0	9	B
1729	1	4273.0	0	0	0	8	A
1730	8	9394.0	0	0	0	6	A
1731	7	5868.0	0	0	0	8	A
1732	12	6470.976	1	12	1	9	B
1733	15	8273.976	1	11	1	8	B
1734	16	5749.976	1	7	0	8	B
1735	15	6925.976	0	0	0	3	B
1736	9	8996.976	1	12	0	9	B
1737	9	4817.976	0	0	1	5	B
1738	1	5162.0	0	0	0	9	A
1739	11	4097.976	1	15	0	8	B
1740	11	5642.976	0	0	1	9	B
1741	6	5777.0	0	0	1	9	A
1742	11	3720.976	1	70	1	9	B
1743	5	6837.0	0	0	1	5	A
1744	15	7007.976	0	0	1	4	B
1745	7	4584.0	1	21	0	8	A
1746	4	8371.0	0	0	0	8	A
1747	2	4279.0	0	0	1	5	A
1748	15	4493.976	0	0	1	9	B
1749	7	7895.0	1	4	1	7	A
1750	8	8230.0	1	15	0	6	A
1751	4	6670.0	0	0	1	5	A
1752	7	3659.0	1	0	1	9	A
1753	11	7062.976	0	0	0	8	B
1754	16	8049.976	0	0	1	8	B
1755	11	7476.976	1	0	1	9	B
1756	12	4183.976	0	0	0	8	B
1757	14	9092.976	0	0	0	5	B
1758	1	6820.0	1	21	0	5	A
1759	1	5578.0	0	0	1	7	A
1760	16	3912.976	1	6	0	8	B
1761	12	8425.976	0	0	1	3	B
1762	5	9070.0	0	0	0	5	A
1763	16	4852.976	0	0	1	9	B
1764	4	8471.0	1	42	1	9	A
1765	1	6097.0	1	3	1	0	A
1766	13	7760.976	0	0	1	7	B
1767	5	5706.0	0	0	0	8	A
1768	4	5634.0	0	0	0	9	A
1769	7	8765.0	1	3	1	7	A
1770	16	6231.976	1	1	1	9	B
1771	7	3988.0	1	4	0	8	A
1772	9	8038.976	1	8	1	3	B
1773	14	6566.976	1	15	0	4	B
1774	15	8342.976	0	0	1	7	B
1775	10	2963.976	0	0	0	8	B
1776	14	6159.976	0	0	0	6	B
1777	8	5874.0	0	0	1	5	A
1778	4	5136.0	0	0	1	8	A
1779	13	7612.976	0	0	1	9	B
1780	12	6484.976	0	0	1	9	B
1781	5	6279.0	1	16	1	9	A
1782	15	5038.976	1	4	1	9	B
1783	8	6007.0	1	11	0	6	A
1784	6	5235.0	1	18	1	7	A
1785	11	4054.976	0	0	1	9	B
1786	11	5917.976	0	0	1	6	B
1787	6	4266.0	0	0	0	7	A
1788	1	7080.0	1	4	0	9	A
1789	9	4989.976	0	0	1	8	B
1790	8	3175.0	0	0	1	9	A
1791	10	7765.976	0	0	1	5	B
1792	12	7671.976	1	9	1	5	B
1793	1	6451.0	1	1	1	6	A
1794	4	6739.0	0	0	1	8	A
1795	12	7878.976	0	0	1	8	B
1796	13	7134.976	0	0	1	5	B
1797	5	8994.0	0	0	1	9	A
1798	3	4065.0	1	14	1	6	A
1799	15	6855.976	0	0	1	3	B
1800	8	5385.0	0	0	1	7	A
1801	16	6854.976	0	0	1	6	B
1802	11	10108.976	0	0	1	8	B
1803	14	2214.976	0	0	1	6	B
1804	12	5496.976	0	0	1	9	B
1805	8	7384.0	1	3	1	7	A
1806	5	3898.0	1	8	0	8	A
1807	13	7390.976	1	15	1	9	B
1808	9	9643.976	0	0	1	8	B
1809	2	3693.0	0	0	0	8	A
1810	1	8312.0	0	0	1	3	A
1811	13	4038.976	1	1	1	8	B
1812	15	4228.976	1	1	1	9	B
1813	13	5189.976	0	0	0	8	B
1814	1	4522.0	1	3	0	9	A
1815	11	8771.976	1	22	1	9	B
1816	7	5285.0	1	5	1	9	A
1817	4	4709.0	1	32	0	7	A
1818	2	5948.0	0	0	0	4	A
1819	10	4088.976	0	0	1	5	B
1820	14	6012.976	1	1	1	8	B
1821	16	4990.976	0	0	1	7	B
1822	11	5260.976	1	9	0	6	B
1823	7	6288.0	1	5	0	8	A
1824	10	4043.976	1	3	1	6	B
1825	7	6871.0	0	0	1	9	A
1826	9	7084.976	1	11	1	9	B
1827	13	4436.976	0	0	1	9	B
1828	16	7669.976	0	0	1	9	B
1829	12	7648.976	1	2	1	5	B
1830	16	8133.976	1	9	0	8	B
1831	16	8985.976	0	0	1	9	B
1832	3	7530.0	1	2	0	4	A
1833	1	7268.0	0	0	0	6	A
1834	1	6974.0	1	19	0	8	A
1835	5	6075.0	1	3	1	7	A
1836	10	6426.976	0	0	0	3	B
1837	3	5071.0	0	0	0	8	A
1838	6	3159.0	0	0	0	6	A
1839	12	7482.976	1	0	1	9	B
1840	3	6198.0	0	0	0	7	A
1841	12	9198.976	1	7	1	9	B
1842	2	4752.0	0	0	0	9	A
1843	6	6527.0	0	0	1	4	A
1844	6	6234.0	0	0	0	7	A
1845	8	5877.0	0	0	0	6	A
1846	13	6635.976	1	20	1	9	B
1847	10	10040.976	0	0	1	9	B
1848	11	3585.976	0	0	1	6	B
1849	3	4148.0	1	1	1	8	A
1850	16	6322.976	1	22	1	8	B
1851	15	4940.976	0	0	1	7	B
1852	11	4832.976	0	0	1	4	B
1853	12	6660.976	1	4	1	1	B
1854	9	4468.976	1	5	0	9	B
1855	15	7886.976	0	0	1	5	B
1856	15	6450.976	0	0	1	9	B
1857	10	4493.976	1	3	1	9	B
1858	10	5987.976	0	0	0	8	B
1859	2	4872.0	0	0	0	5	A
1860	8	5977.0	1	5	1	4	A
1861	1	6118.0	1	2	0	5	A
1862	1	5225.0	0	0	0	8	A
1863	4	4344.0	1	5	0	7	A
1864	9	7478.976	1	3	1	9	B
1865	11	4949.976	1	9	0	9	B
1866	2	6583.0	0	0	0	9	A
1867	14	7636.976	1	0	1	3	B
1868	10	8332.976	0	0	0	9	B
1869	5	8611.0	0	0	1	6	A
1870	10	5084.976	1	2	0	9	B
1871	12	5304.976	1	19	1	9	B
1872	15	6909.976	1	1	0	9	B
1873	6	5908.0	0	0	1	4	A
1874	11	8689.976	0	0	1	6	B
1875	15	2899.976	1	7	0	9	B
1876	5	6767.0	1	17	0	7	A
1877	12	9891.976	0	0	0	8	B
1878	11	4738.976	0	0	0	3	B
1879	4	6301.0	1	2	0	3	A
1880	6	3151.0	0	0	0	9	A
1881	11	8057.976	1	0	1	8	B
1882	7	7372.0	0	0	0	4	A
1883	12	4213.976	0	0	1	6	B
1884	10	5334.976	1	0	1	7	B
1885	12	4331.976	0	0	1	7	B
1886	1	3690.0	0	0	1	3	A
1887	15	8439.976	0	0	1	7	B
1888	1	3579.0	1	19	1	5	A
1889	9	8585.976	0	0	1	7	B
1890	15	7369.976	1	1	0	8	B
1891	12	6255.976	0	0	1	9	B
1892	15	5436.976	1	10	1	8	B
1893	15	7049.976	1	12	1	9	B
1894	8	5736.0	1	0	1	3	A
1895	8	6205.0	1	3	0	5	A
1896	14	5331.976	0	0	0	6	B
1897	15	4913.976	1	6	1	7	B
1898	5	8582.0	1	23	1	9	A
1899	7	4626.0	0	0	0	9	A
1900	15	5603.976	1	0	1	9	B
1901	8	7455.0	0	0	0	6	A
1902	13	10784.976	0	0	1	8	B
1903	6	7313.0	1	5	1	9	A
1904	4	7438.0	0	0	1	9	A
1905	2	3311.0	1	23	0	6	A
1906	1	7063.0	1	1	1	9	A
1907	4	7836.0	1	0	1	6	A
1908	5	5994.0	0	0	0	8	A
1909	15	5990.976	1	26	1	9	B
1910	5	4886.0	1	6	1	6	A
1911	13	8182.976	0	0	1	9	B
1912	8	8710.0	0	0	0	9	A
1913	10	4497.976	1	16	0	8	B
1914	11	6571.976	1	26	1	8	B
1915	10	6946.976	0	0	0	3	B
1916	5	5737.0	0	0	0	6	A
1917	5	4180.0	0	0	0	7	A
1918	8	7135.0	0	0	0	3	A
1919	4	4683.0	1	8	1	9	A
1920	14	5538.976	1	17	1	7	B
1921	11	3798.976	1	6	1	6	B
1922	7	8423.0	0	0	0	9	A
1923	8	4705.0	0	0	1	5	A
1924	12	6297.976	1	26	1	7	B
1925	2	5182.0	1	14	0	9	A
1926	3	7708.0	1	1	0	9	A
1927	1	7027.0	1	7	1	8	A
1928	5	4247.0	1	11	0	6	A
1929	1	6824.0	1	15	0	7	A
1930	3	6622.0	0	0	0	8	A
1931	12	6288.976	1	2	1	8	B
1932	9	6425.976	1	4	1	9	B
1933	4	7239.0	0	0	1	9	A
1934	10	8623.976	1	14	0	9	B
1935	9	4108.976	0	0	1	8	B
1936	10	7788.976	1	5	1	8	B
1937	15	6496.976	1	1	1	5	B
1938	4	6508.0	1	6	0	7	A
1939	14	3166.976	1	15	1	4	B
1940	9	8219.976	0	0	1	9	B
1941	5	7671.0	0	0	1	9	A
1942	6	8415.0	1	38	0	5	A
1943	10	4780.976	1	32	1	9	B
1944	4	6154.0	1	1	0	8	A
1945	16	4141.976	1	19	1	5	B
1946	1	8753.0	1	6	1	7	A
1947	8	2547.0	0	0	1	7	A
1948	15	6289.976	1	3	1	6	B
1949	1	5107.0	1	16	1	7	A
1950	11	7956.976	1	25	1	8	B
1951	15	9872.976	0	0	1	9	B
1952	10	6883.976	1	16	1	9	B
1953	10	4901.976	0	0	1	9	B
1954	5	4131.0	1	19	0	8	A
1955	3	7048.0	0	0	0	9	A
1956	3	6153.0	0	0	0	9	A
1957	7	5020.0	1	0	0	8	A
1958	10	4720.976	1	46	1	4	B
1959	16	3455.976	1	28	0	3	B
1960	6	8872.0	1	8	0	4	A
1961	1	8327.0	0	0	1	6	A
1962	8	4096.0	0	0	0	9	A
1963	1	3430.0	0	0	0	7	A
1964	7	3362.0	1	16	0	7	A
1965	3	2153.0	0	0	0	4	A
1966	4	6115.0	1	0	0	6	A
1967	9	6040.976	0	0	0	5	B
1968	6	5706.0	0	0	1	7	A
1969	16	5884.976	1	7	1	6	B
1970	15	6140.976	1	32	1	1	B
1971	12	9052.976	0	0	1	6	B
1972	10	7317.976	0	0	1	2	B
1973	4	4523.0	0	0	0	8	A
1974	7	3819.0	0	0	0	4	A
1975	14	4739.976	1	4	1	7	B
1976	10	3781.976	1	3	1	6	B
1977	3	6962.0	1	4	0	4	A
1978	7	5634.0	0	0	1	6	A
1979	15	6554.976	0	0	1	4	B
1980	8	5826.0	0	0	0	5	A
1981	5	4195.0	1	6	0	7	A
1982	1	7350.0	1	4	0	7	A
1983	14	3183.976	0	0	1	9	B
1984	5	6343.0	0	0	0	9	A
1985	14	3536.976	0	0	1	2	B
1986	7	8898.0	0	0	1	7	A
1987	4	5763.0	0	0	0	7	A
1988	6	7451.0	1	0	0	6	A
1989	5	6673.0	0	0	0	7	A
1990	9	4845.976	1	1	1	8	B
1991	2	5510.0	0	0	1	7	A
1992	16	2965.976	0	0	1	9	B
1993	8	9298.0	1	18	1	8	A
1994	10	8055.976	1	6	1	7	B
1995	3	1860.0	0	0	0	9	A
1996	15	3221.976	1	10	1	9	B
1997	2	8044.0	1	1	0	7	A
1998	5	6180.0	0	0	0	9	A
1999	3	4548.0	0	0	1	6	A
2000	13	6805.976	1	0	1	9	B
2001	2	8084.0	1	15	0	1	A
2002	10	8590.976	1	1	1	9	B
2003	6	4159.0	0	0	0	6	A
2004	15	5185.976	1	2	0	5	B
2005	2	5675.0	0	0	1	5	A
2006	1	7442.0	0	0	0	6	A
2007	5	7656.0	0	0	0	9	A
2008	10	8106.976	1	8	1	8	B
2009	13	7882.976	0	0	1	8	B
2010	1	5322.0	0	0	1	9	A
2011	6	5712.0	0	0	0	4	A
2012	12	5700.976	0	0	1	8	B
2013	4	5259.0	0	0	0	8	A
2014	5	3367.0	0	0	1	6	A
2015	5	2805.0	0	0	0	3	A
2016	10	8176.976	0	0	1	6	B
2017	1	7079.0	0	0	0	7	A
2018	13	6580.976	0	0	1	8	B
2019	13	3851.976	1	6	1	5	B
2020	11	6106.976	0	0	1	8	B
2021	7	7498.0	0	0	0	8	A
2022	7	7426.0	0	0	1	9	A
2023	16	6553.976	1	22	1	8	B
2024	4	6728.0	0	0	0	9	A
2025	4	8206.0	1	8	1	8	A
2026	4	7463.0	1	5	0	6	A
2027	15	7730.976	0	0	1	9	B
2028	6	4612.0	0	0	0	6	A
2029	16	6181.976	0	0	1	4	B
2030	16	6364.976	1	0	0	9	B
2031	4	5634.0	0	0	1	9	A
2032	14	5315.976	1	4	0	1	B
2033	12	4851.976	1	1	0	7	B
2034	10	8282.976	1	5	1	9	B
2035	8	6061.0	1	22	0	5	A
2036	12	6848.976	0	0	1	8	B
2037	6	7592.0	1	0	1	7	A
2038	5	5240.0	1	5	0	8	A
2039	6	6813.0	0	0	0	9	A
2040	12	7677.976	1	13	1	8	B
2041	7	5922.0	1	10	1	6	A
2042	11	7949.976	0	0	0	9	B
2043	7	7076.0	0	0	1	7	A
2044	4	7503.0	1	5	1	5	A
2045	5	9190.0	1	10	1	9	A
2046	3	4872.0	1	7	0	9	A
2047	1	8079.0	1	9	1	6	A
2048	12	7963.976	1	13	1	5	B
2049	7	7564.0	1	1	0	5	A
2050	5	3717.0	1	10	0	9	A
2051	3	4572.0	1	2	1	9	A
2052	14	5795.976	0	0	1	3	B
2053	15	5880.976	0	0	1	9	B
2054	4	8426.0	1	12	1	7	A
2055	11	6085.976	0	0	1	8	B
2056	8	8774.0	1	21	1	4	A
2057	7	7181.0	0	0	0	7	A
2058	1	6155.0	1	6	1	7	A
2059	7	3848.0	0	0	0	7	A
2060	2	6308.0	1	8	1	9	A
2061	11	8588.976	0	0	1	9	B
2062	5	7386.0	1	18	1	5	A
2063	14	4035.976	0	0	0	5	B
2064	8	6772.0	0	0	1	9	A
2065	2	4426.0	1	0	0	9	A
2066	14	3848.976	0	0	1	7	B
2067	10	6071.976	0	0	1	7	B
2068	3	4772.0	1	5	0	8	A
2069	11	7546.976	0	0	0	7	B
2070	5	6928.0	0	0	0	8	A
2071	8	6391.0	0	0	1	4	A
2072	6	6956.0	0	0	1	3	A
2073	13	7309.976	0	0	0	9	B
2074	9	2895.976	0	0	1	6	B
2075	2	5981.0	1	28	1	9	A
2076	16	6175.976	1	5	1	4	B
2077	3	6011.0	1	2	0	9	A
2078	1	7166.0	1	2	0	4	A
2079	9	7386.976	0	0	1	7	B
2080	7	6048.0	1	4	0	7	A
2081	10	6846.976	0	0	1	6	B
2082	7	6503.0	0	0	1	9	A
2083	9	3171.976	1	27	1	5	B
2084	15	6335.976	0	0	1	6	B
2085	15	5740.976	1	11	0	3	B
2086	2	5195.0	0	0	0	8	A
2087	12	8932.976	0	0	1	5	B
2088	8	7387.0	0	0	0	5	A
2089	3	7450.0	0	0	1	9	A
2090	12	5138.976	1	15	1	7	B
2091	12	5302.976	0	0	1	8	B
2092	10	5682.976	0	0	0	6	B
2093	2	2374.0	1	4	1	4	A
2094	9	5053.976	0	0	1	6	B
2095	6	6554.0	1	11	1	5	A
2096	11	6087.976	1	10	0	8	B
2097	6	4778.0	1	9	0	6	A
2098	4	6525.0	1	10	1	8	A
2099	11	6007.976	0	0	1	9	B
2100	16	6009.976	0	0	0	6	B
2101	15	6100.976	0	0	0	6	B
2102	8	5365.0	1	1	0	5	A
2103	7	7596.0	0	0	1	7	A
2104	14	8964.976	1	0	1	7	B
2105	5	5744.0	1	39	1	7	A
2106	15	3840.976	1	8	0	5	B
2107	1	6719.0	0	0	1	9	A
2108	4	4324.0	0	0	1	9	A
2109	11	6171.976	0	0	1	7	B
2110	12	7919.976	0	0	1	6	B
2111	6	7244.0	1	2	1	9	A
2112	14	3383.976	1	2	0	7	B
2113	4	3162.0	0	0	0	6	A
2114	4	3903.0	1	2	1	4	A
2115	7	7898.0	1	20	1	9	A
2116	14	3739.976	1	2	1	6	B
2117	14	7310.976	1	1	0	6	B
2118	14	4172.976	0	0	0	5	B
2119	9	6136.976	1	10	1	8	B
2120	10	4756.976	1	2	1	6	B
2121	8	4009.0	1	5	1	7	A
2122	1	5390.0	1	4	0	2	A
2123	10	7876.976	0	0	0	8	B
2124	14	4768.976	0	0	1	8	B
2125	9	5244.976	0	0	1	9	B
2126	1	5967.0	1	8	0	8	A
2127	14	6809.976	1	7	0	9	B
2128	2	7604.0	1	2	0	9	A
2129	2	6701.0	0	0	0	6	A
2130	13	4401.976	0	0	1	9	B
2131	3	5846.0	0	0	0	7	A
2132	14	5731.976	0	0	1	8	B
2133	7	3104.0	1	11	0	8	A
2134	16	3688.976	0	0	1	7	B
2135	11	6927.976	1	1	1	7	B
2136	4	4573.0	0	0	0	8	A
2137	9	6023.976	1	5	1	9	B
2138	11	6853.976	0	0	1	7	B
2139	12	6904.976	0	0	0	8	B
2140	8	1447.0	1	8	1	9	A
2141	1	4598.0	1	18	1	8	A
